rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,infos,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,url_immoscout
3 Zimmer,71 m²,CHF 1530.—,CHF 1370.—,3672,Schulhausstrasse 11,Oberdiessbach,2013,"Die Liegenschaft befindet sich an ruhiger und zentraler Lage. Öffentliche Verkehrsmittel sowie Einkaufsmöglichkeiten sind in wenigen Gehminuten zu erreichen. Es ist eine ökologische Mietwohnung und hat 100 % erneuerbare Energie mit einer Photovoltaikanlage und einer Luft-Wasser-Pumpe sowie Komfortlüftung.Wir vermieten per 1. September 2022 oder nach Vereinbarung eine top moderne 3- Zimmerwohnung im 1. Stock.Die im Jahr 2014 totalsanierte Wohnung wurde ökologisch im Minergie-P Standard gebaut mit dreifachverglasten Fenstern. Die Gebäudehülle wurde mit bester Wärmedämmung erstellt.Die offene moderne Küche wurde mit grau-weissen Fronten und einer eleganten Granitabdeckung versehen. Die bordeauxrote Rückwand verleiht der Küche einen warmen Touch. Sie verfügt über einen Geschirrspüler, ein Glaskeramikkochfeld und einem hochgelegten Backofen.Im Bad ist sowohl eine Badewanne als auch eine Dusche vorhanden. Die Bodenplatten in Schiefer-anthrazit kommen schön zur Geltung im Kontrast zu den hellen Wandplatten.In den Wohn- und Schlafräumen, im Korridor und in der Küche ist ein einheitlich dunkler PVC-Boden im Holzdesign verlegt. Die Einbauschränke im Korridor bieten zusätzlich Stauraum.Der grosse sonnige Balkon lädt zum Verweilen ein. Ein Kellerabteil gehört zur Wohnung dazu.Parkmöglichkeiten sind vorhanden (Einzelgarage, Autounterstand, Aussenparkplätze)Haben wir Ihr Interesse geweckt? Zögern Sie nicht und kontaktieren Sie uns. Wir freuen uns auf Ihren Anruf!",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-oberdiessbach/7089729
"1,5 Zimmer",No information,CHF 790.—,CHF 640.—,3400,Metzgergasse 1,Burgdorf,No information,"An der Metzgergasse 1 in Burgdorf vermieten wir eine zentral liegende 1½-Zimmer-Wohnung per 01.08.2022 oder nach Vereinbarung.Die Wohnung verfügt über;eine zweckmässige und einfache Kücheein Badezimmer mit BadewanneVinyl-, PVC- und PlattenbödenEinbauschrank im Eingangsbereichein KellerabteilDie Liegenschaft selber befindet sich an einer ideal gelegenen Lage, direkt im Zentrum und nur wenige Gehminuten von diversen Einkaufsmöglichkeiten entfernt.Mit dem Auto sind Sie in rund 30 Minuten in Bern.Haben wir Ihr Interesse geweckt? So zögern Sie nicht, uns für einen Besichtigungstermin zu kontaktieren.",False,True,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-burgdorf/7089394
"5,5 Zimmer",143 m²,CHF 3630.—,CHF 3200.—,3097,Schwarzenburgstrasse 146,Liebefeld,2018,"Das Liebefeld Quartier, zwischen den grösseren Zentren Stadt Bern und Köniz gelegen, bietet städtische und trotzdem ruhige Wohnqualität. Zusammen mit den Sportanlagen im Hessgut, dem Könizberg- und Steinhölzliwald, dem Gurten oder dem Blinzern-Plateau bietet das Liebefeld zudem vielseitige Naherholung.Für Ihre Wohnqualität:Eingangsbereich mit GarderobeParkettboden in SchlafzimmernJurakalksandstein in Wohn- und EssbereichPlattenboden in Nasszellen und Küchemoderne Einbauküche mit Glaskeramikkochfeld, Geschirrspüler und Backofen auf ArbeitshöheNasszelle mit Bad/WCNasszelle mit Dusche/WCseparate Nasszelle auf der Terrasse mit eigenem Waschturm und DuscheReduitBalkonTerrasseKellerabteilLiftzusätzlich auf Wunsch: Aussenparkplatz CHF 50.00/MonatInteressiert? Dann lohnt sich eine Besichtigung.",False,True,True,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/attikawohnung-mieten-liebefeld/7089089
"4,5 Zimmer",103 m²,CHF 2150.—,CHF 1800.—,3006,Burgernzielweg 16,Bern,1991,Das ansprechende Preis-Leistungsverhältnis in Verbindung mit zeitgemässem Komfort macht Ihr neues Zuhause besonders attraktiv. Das gepflegte Mehrfamilienhaus befindet sich in einer familienfreundlichen Umgebung unweit vom Zentrum der Stadt Bern.Für Ihre Wohnqualität:Küche mit Glaskeramik und GeschirrspülerParkettboden in Wohn- und SchlafzimmerNasszelle mit Bad/WCNasszelle mit separatem WCWandschränke im KorridorBalkonCheminéeKellerabteilLiftDie Fotos stammen von einer typähnlichen Wohnung.Interessiert? Dann lohnt sich eine Besichtigung.,True,True,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7089086
3 Zimmer,75 m²,CHF 1470.—,CHF 1250.—,3072,Bernstrasse 136,Ostermundigen,No information,"Das sanierte Mehrfamilienhaus liegt in einem ruhigen und sehr kinderfreundlichen Quartier.Soeben wurde die Wohnung neu saniert und hat folgendes zu bieten:moderne Küche mit Glaskeramikkochfeld, Geschirrspüler und Granitabdeckung sowie Fenstermodernes Badezimmer mit Badewanne und Fensterviele Einbauschränke im Eingangsbereichgrosszügiges Wohnzimmer mit ParkettbodenSchlafzimmer mit Laminatbödensonniger Balkon mit Abendsonne und Blick ins GrüneKeller- und Estrichabteilruhige Wohnlagekein Lift!Das Coop ist 50 m entfernt und in 2 Gehminuten erreichbar. Das grosse Timeout-Migros-Einkaufszentrum ist nur 5 Gehminuten entfernt und bietet ein vielseitiges Angebot an Dienstleistungen.Die öffentlichen Verkehrsmittel befinden sich in unmittelbarer Nähe der Liegenschaft.Die Bilder zeigen eine typähnliche Wohnung im Haus. Abweichungen beim Innenausbau und der Lage sind daher möglich.Haben wir Ihr Interesse geweckt? Zögern Sie nicht, uns für einen unverbindlichen Besichtigungstermin zu kontaktieren. Wir freuen uns auf Ihren Anruf!",True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-ostermundigen/7088323
3 Zimmer,61 m²,CHF 1270.—,CHF 1100.—,3604,Buchholzstrasse 4,Thun,1963,"Sie suchen eine Wohnung mit einer herrlichen Sicht auf's Stockhorn und die umliegende Bergkette? Dann sind Sie hier genau richtig! Nebst der schönen Aussicht, bietet Ihnen die Wohnung folgende Vorzüge:Frisch gestrichenBadezimmer mit BadewanneDie Einbauschränke im Korridor bieten viel StauraumSonniger BalkonSep. KellerabteilLift vorhandenKüche mit GlaskeramikherdDas Einkaufszentrum Oberland ist ca. 150 Meter entfernt, den ÖV erreichen Sie in fünf Gehminuten und die Autobahnauffahrt Thun Süd ist in zwei Fahrminuten erreichbar.Bei den Fotos handelt es sich um Beispielbilder, welche minim vom Objekt abweichen können.Haben wir Sie überzeugt? Gerne können Sie die Wohnung an folgendem Datum besichtigen:Montag, 16.5.2022 um 14.00 UhrWarten Sie unten beim Eingang.",True,True,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-thun/7088147
4 Zimmer,No information,CHF 1550.—,CHF 1250.—,3604,Buchholzstrasse 29a,Thun,No information,"Die helle 4-Zimmer-Wohnung ist per 1. Juli 2022 oder nach Vereinbarung zu vermieten. Die Zimmer verfügen über Parkett-/Laminatboden. Vom Balkon aus hat man eine schöne Aussicht. Eine moderne Küche mit Geschirrspüler, Essplatz. Das Bad ist mit einer Badewanne, einem WC und Plattenboden ausgestattet. Im Untergeschoss gehört ein kleines Kellerabteil zur Wohnung, im Dachgeschoss ein Estrich. Eine Waschküche mit Waschmaschine und Tumbler steht den Mietern zur Verfügung.Ums Haus befindet sich eine grosse Grünfläche mit Cheminée zur Mitbenutzung. Der ÖV ist in einer Minute erreichbar sowie das Einkaufszentrum ""Zentrum Oberland"" in der Nähe.Eine Garage für CHF 100.00 pro Monat kann dazu gemietet werden.Achtung. Eigenwerbung: Sie ziehen in eine Mietwohnung und benötigen Unterstützung für den bestmöglichen Verkauf Ihrer Immobilie? Kontaktieren Sie die Dr.Meyer Immobilien AG für eine unverbindliche Offerte - wir sind gut darin.",True,True,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-thun/7087991
"1,5 Zimmer",75 m²,CHF 2150.—,CHF 1900.—,3012,Lerchenweg 29,Bern,No information,"Die im Jahr 2013 erstellte Loftwohnung besticht durch einen nicht alltäglichen Grundriss und ist ausgestattet mit:Boden Parkettzusätzlicher Raum mit AufzugtreppeWaschmaschineFläche ca. 75 m2 Die helle Wohnung befindet sich in einem gepflegten 5-Familienhaus in der Länggasse nähe Unitobler. Kein Lift, kein Balkon",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/loft-mieten-bern/7087582
"4,5 Zimmer",107 m²,CHF 1610.—,CHF 1450.—,3671,Haubenstrasse 1,Herbligen,No information,Die Wohnung befindet sich in Herbligen an sehr zentraler Lage. Auf Wunsch kann auch der Garten benutzt werden.,False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-herbligen/7087218
2 Zimmer,No information,CHF 780.—,No information,2502,Gerbergasse 18,Biel/Bienne,No information,An der Gerbergasse 18 in Biel vermieten wir eine einfache2-Zimmerwohnung im 3. Stock:Schlafzimmer mit ParkettbodenSeparate KücheBadezimmer mit BadewannePraktische EinbauschränkeOhne LiftInteressiert?Gerne erwarten wir Ihre E-Mail oder Ihren Anruf.,False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7086827
"3,5 Zimmer",71 m²,CHF 1220.—,CHF 930.—,2502,Mühlestrasse 46a,Biel/Bienne,No information,"An der Mühlestrasse 46a in Biel-Mett vermieten wir eine renovierte3,5-Zimmerwohnung im 2. StockSeparate Wohnküche mit kleinem BalkonWohnzimmer ebenfalls mit BalkonZimmer mit ParkettbödenBadezimmer mit  BadewanneAls Bonus: zusätzliches MansardenzimmerWir freuen uns auf Ihre E-Mail oder Ihren Anruf.",True,False,False,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7086811
4 Zimmer,72 m²,CHF 1290.—,CHF 1150.—,2502,Juravorstadt 9,Biel/Bienne,No information,"Wohnung: 4-Zimmerwohnung im 3. StockWunderbare, heimelige Wohnung an beliebter Wohnlage in der Bieler Altstadt.Alle Zimmer mit wunderschönen ParkettbödenGrosszügiger und heller GrundrissNeue Küche mit GeschirrspülerEigene Waschmaschine/TumblerGeräumiges, helles Badezimmer mit HandtuchradiatorKellerabteilLage:Praktische Wohnlage in der Bieler AltstadtÖffentliche Verkehrsmittel Einkauf und Schulen in nächster NäheInteressiert? Dann erwarten wir gerne Ihre E-Mail oder Ihren Anruf.",False,False,False,False,False,False,False,True,False,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7086736
"4,5 Zimmer",96 m²,CHF 1700.—,CHF 1430.—,3072,Unterdorfstrasse 25,Ostermundigen,1983,"Wir vermieten per 1. August 2022 oder nach Vereinbarung diese grosszügige 4.5-Zimmerwohnung im 3. Obergeschoss. Die Wohnung bietet Ihnen folgendes:Küche mit, Glaskeramik und GeschirrspülerWohn- und Schlafzimmer mit ParkettbodenCheminée im WohnzimmerBad/WC mit Badewannesep. WCEinbauschränke im Korridor, Bade- und Kinderzimmergrosser, sonniger BalkonLift vorhandenKellerabteilDie Liegenschaft befindet sich in einem ruhiggelegenen Quartier mit viel Grünfläche, Biotopen, etc. Zusätzlich stehen den Mietern ein Fitnessraum, eine Sauna und ein Partyraum zur Mitbenützung zur Verfügung.Die Fotos stammen zum Teil aus einer anderen Wohnung. Kleine Abweichungen sind möglich.Haben wir Ihr Interesse geweckt? Wir freuen uns auf Ihre Kontaktaufnahme!",False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-ostermundigen/7086507
"4,5 Zimmer",100 m²,CHF 1240.—,CHF 950.—,2610,Rue de la Chapelle 2,St-Imier,No information,"Dans un quartier calme, à proximité de toutes les commodités, découvrez ce vaste appartement de 4.5 pièces situé au 3ème étage, comprenant une grande entrée, un beau séjour lumineux, une cuisine entièrement équipée et habitable, 3 chambres dont une donnant sur un balcon, une salle de bains/WC.Possibilité de louer un garage individuel au prix de CHF 100.-/mois.",True,True,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-st-imier/7085958
2 Zimmer,41 m²,CHF 835.—,CHF 650.—,2500,Mettstrasse 125c,Biel/Bienne,No information,"Die Wohnung ist 41 m2 gross, liegt im 1. OG und verfügt über einen grosszügigen und sonnigen Balkon. Küche, Bad und der grosszügige Korridor sind modern gehalten und mit hellen Platten ausgestattet, was die Räume sehr hell erscheinen lässt. In der Küche ist ein Glaskeramikherd und ein Geschirrspüler vorhanden. Das Ganze ist zudem mit attraktivem Granit abgedeckt. Sämtliche Zimmer sind mit Eichen-Parkett ausgestattet. Zur Wohnung gehören praktische Einbauschränke und ein Kellerabteil.Einkaufsmöglichkeiten, Schulen und die öffentlichen Verkehrsmittel befinden sich in nächster Nähe. Zusätzlich kann, nach Verfügbarkeit ein Aussenparkplatz für Fr. 50.00/Monat dazugemietet werden.Die in dieser Anzeige gezeigten Fotos entsprechen nicht unbedingt dem angebotenen Objekt.L'appartement a une surface de 41 m2, il se situe au 1er étage et dispose d'un balcon ensoleillé. La cuisine, salle de bains et le spacieux couloir sont entretenus de façon moderne et dotés de carrelage clair, ce qui leur procure beaucoup de luminosité. La cuisine est agencée d'une cuisinière vitrocéramique ainsi que d'un lave-vaisselle. Le tout est recouvert d'un plan de travail en granit. Les chambres ont toutes un parquet en chêne. L'appartement dispose d'armoires murales très pratiques et d'une cave.Les commerces, écoles et transports publics sont à proximité. Il y a la possibilité de louer des places de parc extérieures à Fr. 50.00 par mois, selon disponibilités.Les photos présentées dans cette annonce ne correspondent pas obligatoirement à l'objet proposé.",True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7085537
3 Zimmer,58 m²,CHF 1120.—,CHF 870.—,2503,Aegertenstrasse 17,Biel/Bienne,No information,An der Aegertenstrasse 17 in Biel vermieten wir eine3-Zimmerwohnung mit Balkonim 2. Stock:Separate WohnkücheZimmer mit LaminatbödenWohnzimmer mit EinbauschränkenBadezimmer mit BadewanneKeller- und EstrichabteilGerne erwarten wir Ihre E-Mail oder Ihren Anruf.,True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/7085482
"3,5 Zimmer",88 m²,CHF 1870.—,CHF 1670.—,3250,Heilbachrain 5,Lyss,No information,"Die im Grünen und ruhiger Lage gelegene und grosszügige 3.5 Zimmerwohnung, zu vermieten ab 1. Juli 2022 oder nach Vereinbarung ist ausgestattet mit:Gehobener AusbaustandardOffene WohnkücheBad/WC und Dusche/WCParkett- und PlattenbödenReduit mit eigener Waschmaschine/TumblerGrosse LoggiaKellerEinstellhallenplatz vorhanden, CHF 120.00 / MonatFotos einer ähnlichen Wohnung.Interessiert? Kontaktieren Sie uns und vereinbaren Sie einen Besichtigungstermin!",True,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-lyss/7084225
"2,5 Zimmer",No information,CHF 1480.—,CHF 1350.—,3008,Freiburgstrasse 176,Bern,2022,"So geht nachhaltiges Wohnen in Bern!Auf dem ehemaligen Industrieareal Gangloff, am Europaplatz, entsteht mit der Überbauung Urban Square ein hochwertiger, umweltbewusster und urbaner Lebensraum.Die 178 modernen Wohnungen überzeugen durch viel Charme, Lebensqualität, Nachhaltigkeit und vielversprechende Wohnatmosphäre. Dank hervorragendem ÖV-Anschluss sind Sie zudem klimafreundlich unterwegs.Weiter profitieren Sie von folgenden Vorzügen:helle, offene Wohn- und Essbereichegrossräumige KücheParkettböden in den WohnbereichenNasszelle mit einer Wärmerückgewinnung direkt in der Duscheeigene Waschmaschine/TumblerStöbern Sie auf der Projektwebseite www.urbansquare.ch, Sie werden sicherlich Ihre Traumwohnung finden!Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht uns anzurufen und einen Besichtigungstermin für die Musterwohnung zu vereinbaren.Wir freuen uns über Ihren Anruf.",False,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/7084042
"2,5 Zimmer",67 m²,CHF 1430.—,CHF 1250.—,3048,Lindenhofstrasse 10,Worblaufen,1966,"Wir vermieten per 1. Juli 2022 eine moderne 2.5 Zimmerwohnung, welche mit den folgenden Vorzügen punktet:Moderne Küche mit grauem Plattenboden, Geschirrspüler und TageslichtAttraktiver Parkettboden im Wohn- und SchlafzimmerNasszelle mit Badewanne, Dusche und pflegeleichtem PlattenbodenMehrere Einbauschränke in der ganzen WohnungBalkon mit WeitsichtEigenes KellerabteilEin Einstellhallenplatz kann bei Bedarf für CHF 120.00 pro Monat dazu gemietet werden.Die Liegenschaft ist zentral gelegen und dennoch von viel Grünfläche umgeben. Der Bahnhof Worblaufen ist innert 2 Geh-Minuten erreicht, die RBS fährt alle 15 Minuten- zu Stosszeiten alle 7 Minuten- Richtung Bern, Worb oder Jegenstorf.Einkaufsmöglichkeiten befinden sich in nächster Nähe zur Liegenschaft. Die Autobahn im Wankdorf ist nach drei Fahrt-Minuten erreicht. Durch die Nähe zur Aare sind Sie innert wenigen Schritten direkt im Naherholungsgebiet.Ist Ihr Interesse geweckt? Dann zögern Sie nicht und melden sich noch heute bei uns.",True,True,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-worblaufen/7082947
"4,5 Zimmer",105 m²,CHF 2460.—,CHF 2180.—,3604,Postgässli 2D,Thun,2014,Das moderne Wohnhaus befindet sich an zentraler Lage mit gutem Anschluss an den öffentlichem Verkehr und attraktivem Infrastrukturangebot im Umfeld.Auf Wunsch kann ein Autoeinstellhallenplatz für CHF 136.00 / Monat + Nebenkostenakonto CHF 10.00 / Monat dazugemietet werden.,True,False,True,False,True,True,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-thun/7082740
"4,5 Zimmer",108 m²,CHF 1770.—,CHF 1490.—,3432,Gewerbestrasse 9,Lützelflüh-Goldbach,No information,Platten- und Parkettbodenoffene Küchezwei Badezimmer mit Badewanne und DuscheReduit mit Waschturmzwei grosse BalkoneLiftKellerabteilSpielplatzBastelraum kann dazugemietet werden CHF 100.00 / mtl.Einstellhallenplatz kann dazugemietet werden CHF 120.00 / mtl.Die Fotos sind von einer gleichen Wohnung.,True,False,True,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-luetzelflueh-goldbach/7082734
"4,5 Zimmer",149 m²,CHF 4500.—,CHF 4250.—,3095,Grünenbodenweg 6,Spiegel b. Bern,2022,"Erfüllen Sie sich Ihren Wohntraum am Stadtrand von Bern Die zwei attraktiven Luxus-Split-Wohnungen bieten mit ihrer grosszügigen Verglasung und attraktiver Hanglage eine einmalige Aussicht auf die Altstadt Bern, das Bundeshaus sowie die Aare. Die einzigartige Architektur ermöglicht eine optimale Ausrichtung der Wohnungen und somit eine ideale Besonnung. Eine hochwertige Materialisierung und Gestaltung zeichnen die zwei Luxuswohnungen aus.Die Split-WohnungenMaisonettewohnungen mit 148/149 m2 NutzflächeLoggia mit überwältigendem Blick auf die Altstadt von Bernlichtdurchflutete Räumen durch offene BauweiseWohn-/ Essbereich mit hellem Riemenparkett in Eiche hell geöltNasszellen mit Naturstein Jurakalk blaugrauKüchengeräte und WM/TU von V-ZugFussbodenheizungkontrollierte Wohnraumlüftunggemeinsamer Aufenthaltsplatz mit Feuerstelle und Aussenwasseranschluss eingebettet in der NaturObergeschossDurch den einladenden Eingangsbereich mit Einbauschränken gelangen Sie in das grosszügige Wohnzimmer mit Essbereich und in die Küche mit raumhohen Fenstern. Vom Wohnzimmer aus führt ein Zugang in die private Loggia, von welcher sich ganzjährig die eindrückliche Aussichts-Kulisse und in den Sommermonaten die Morgen- und Abendsonne geniessen lässt.ErdgeschossDer ungestörte Blick ins Grüne und in den Garten, lässt sich von den zwei Schlafzimmern mit einem gemeinsamen Badezimmer mit Badewanne und dem grossen Elternschlafzimmer mit privatem Badezimmer mit Dusche geniessen. Ein praktisches Reduit mit Waschmaschine und Tumbler rundet dieses Stockwerk ab.UntergeschossHier befindet sich das Kellerabteil, der gemeinsame Trockenraum, Parkmöglichkeiten sowie Fahrradabstellplätze mit Ladestation für E-Bikes.LageDer Ortsteil Spiegel liegt am Fusse des Gurtens und verfügt über ein kleines Einkaufszentrum sowie weitere Einkaufsläden, eine Postagentur sowie ein Restaurant. Kindergarten und Schule, wie auch die Bushaltestelle sind in nächster Nähe. Naherholungsgebiete für Bike- oder Wandertouren liegen vor der Türe.Kontaktieren Sie unsErfüllen Sie sich Ihren Wohntraum auf mehreren Geschossen mit dieser eleganten Luxus-Maisonettewohnung an eindrucksvoller Lage. Wir freuen uns auf Ihre Anfrage.",False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-spiegel-b-bern/7082731
